attack_cat,label,destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
DoS,1,80,1.0,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1,1,1.0,0.0,1,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,64.0,0.0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0.0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,98529715.0,8,6,688,11595.0,341,0,86.0,157.40303,5792,0,1932.5,2181.0083,124.6628999,0.142089115,7579208.846,27200000.0,98200000.0,0,98400000,14100000.0,37100000.0,98200000,2.0,353430.0,70686.0,100393.9861,214941,47.0,0,0,0,0,252.0,200.0,0.08119378,0.060895335,0,5792,818.86664,1611.6935,2597555.695,0,0,0,0,1,0,0,0,0,877.3571,86.0,1932.5,252.0,0,0,0,0,0,0,8,688,6,11595.0,274,235,3,20,2004.0,0.0,2004.0,2004.0,98200000.0,0.0,98200000,98200000
DoS,1,80,99141878.0,6,8,340,11595.0,322,0,56.666668,130.01949,4344,0,1449.375,1729.3801,120.3830333,0.141211769,7626298.308,27400000.0,99000000.0,1,99000000,19800000.0,44300000.0,99000000,1.0,99100000.0,14200000.0,37400000.0,99000000,15.0,0,0,0,0,164.0,264.0,0.06051933,0.08069244,0,4344,796.06665,1422.7435,2024199.21,1,0,0,0,0,0,0,0,1,852.9286,56.666668,1449.375,164.0,0,0,0,0,0,0,6,340,8,11595.0,0,235,3,20,14002.0,0.0,14002.0,14002.0,99000000.0,0.0,99000000,99000000
DoS,1,80,100264771.0,8,7,1440,11595.0,357,0,180.0,189.23454,7240,0,1656.4286,2566.8853,130.0057824,0.149603892,7161769.357,26500000.0,99300000.0,9,100000000,14300000.0,37500000.0,99300000,9.0,100000000.0,16700000.0,40500000.0,99300000,63.0,0,0,0,0,240.0,232.0,0.079788743,0.06981515,0,7240,815.0625,1800.3771,3241357.529,1,0,0,0,0,0,0,0,0,869.4,180.0,1656.4286,240.0,0,0,0,0,0,0,8,1440,7,11595.0,0,235,5,20,11990.0,0.0,11990.0,11990.0,99300000.0,0.0,99300000,99300000
DoS,1,80,3.0,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3,3,3.0,0.0,3,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,64.0,0.0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0.0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,83290083.0,5,6,369,11595.0,357,0,73.8,158.34204,8688,0,1932.5,3506.0217,143.6425511,0.132068544,8329008.3,26300000.0,83100000.0,4,83200000,20800000.0,41600000.0,83100000,4.0,83300000.0,16700000.0,37200000.0,83100000,51.0,0,0,0,0,144.0,200.0,0.060031156,0.072037388,0,8688,997.5,2559.3992,6550523.909,1,0,0,0,0,0,0,0,1,1088.1818,73.8,1932.5,144.0,0,0,0,0,0,0,5,369,6,11595.0,0,235,2,20,11953.0,0.0,11953.0,11953.0,83100000.0,0.0,83100000,83100000
DoS,1,80,3.0,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3,3,3.0,0.0,3,3.0,0.0,0.0,0.0,0,0.0,0,0,0,0,64.0,0.0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0.0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,98316067.0,7,7,400,11595.0,394,0,57.142857,148.55687,4344,0,1656.4286,1757.579,122.0044736,0.142397885,7562774.385,27300000.0,98300000.0,3,98300000,16400000.0,40100000.0,98300000,3.0,31774.0,5295.666667,8794.426227,21334,17.0,0,0,0,0,220.0,232.0,0.071198942,0.071198942,0,4344,799.6667,1421.8716,2021718.81,0,0,0,0,1,0,0,0,1,856.7857,57.142857,1656.4286,220.0,0,0,0,0,0,0,7,400,7,11595.0,251,235,2,20,955.0,0.0,955.0,955.0,98300000.0,0.0,98300000,98300000
DoS,1,80,0.0,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,4586.600756,109.4759992228,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,64.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64.0,0,0,0,0,0,0,2,0,0,0.0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,84942253.0,5,7,300,11595.0,288,0,60.0,127.49117,5792,0,1656.4286,2120.7322,140.0363138,0.141272448,7722023.0,25600000.0,84800000.0,9,84800000,21200000.0,42400000.0,84800000,1016.0,84900000.0,14200000.0,34600000.0,84800000,11.0,0,0,0,0,144.0,232.0,0.05886352,0.082408928,0,5792,915.46155,1717.0582,2948288.769,1,0,0,0,0,0,0,0,1,991.75,60.0,1656.4286,144.0,0,0,0,0,0,0,5,300,7,11595.0,0,235,2,20,4253.0,0.0,4253.0,4253.0,84800000.0,0.0,84800000,84800000
DoS,1,80,100396432.0,5,8,309,11595.0,297,0,61.8,131.51501,4344,0,1449.375,1729.3801,118.5699508,0.129486673,8366369.333,28900000.0,100000000.0,12,100000000,25100000.0,50100000.0,100000000,989.0,100000000.0,14300000.0,37900000.0,100000000,16.0,0,0,0,0,144.0,264.0,0.049802567,0.079684107,0,4344,850.7143,1459.6392,2130546.374,1,0,0,0,0,0,0,0,1,916.1539,61.8,1449.375,144.0,0,0,0,0,0,0,5,309,8,11595.0,0,235,2,20,11001.0,0.0,11001.0,11001.0,100000000.0,0.0,100000000,100000000
DoS,1,80,85095217.0,7,6,308,11595.0,308,0,44.0,116.413055,7240,0,1932.5,2695.6392,139.8786021,0.152770043,7091268.083,24500000.0,85000000.0,0,85000000,14200000.0,34700000.0,85000000,0.0,144517.0,28903.4,57410.55385,131113,71.0,0,0,0,0,232.0,200.0,0.082260793,0.070509251,0,7240,850.2143,1935.7855,3747265.566,0,0,0,0,1,0,0,0,0,915.61536,44.0,1932.5,232.0,0,0,0,0,0,0,7,308,6,11595.0,274,235,1,32,2.0,0.0,2.0,2.0,85000000.0,0.0,85000000,85000000
DoS,1,80,85606206.0,10,7,291,11595.0,291,0,29.1,92.02228,4344,0,1656.4286,1757.579,138.8450739,0.198583734,5350387.875,21100000.0,84500000.0,1,85500000,9500175.444,28100000.0,84500000,1.0,119561.0,19926.83333,41679.68025,104140,48.0,0,0,0,0,336.0,232.0,0.116813961,0.081769773,0,4344,660.3333,1327.9075,1763338.353,0,0,0,0,1,0,0,0,0,699.17645,29.1,1656.4286,336.0,0,0,0,0,0,0,10,291,7,11595.0,251,235,1,32,3032.0,0.0,3032.0,3032.0,84500000.0,0.0,84500000,84500000
DoS,1,80,98749909.0,9,7,306,11595.0,306,0,34.0,102.0,4344,0,1656.4286,1547.7377,120.5165668,0.162025466,6583327.267,25500000.0,98700000.0,1,98700000,12300000.0,34900000.0,98700000,1.0,37664.0,6277.333333,9788.691244,22069,48.0,0,0,0,0,296.0,232.0,0.091139324,0.070886141,0,4344,700.05884,1258.5079,1583842.309,0,0,0,0,1,0,0,0,0,743.8125,34.0,1656.4286,296.0,0,0,0,0,0,0,9,306,7,11595.0,251,235,1,32,998.0,0.0,998.0,998.0,98700000.0,0.0,98700000,98700000
DoS,1,80,99604857.0,6,5,359,11595.0,359,0,59.833332,146.56114,7240,0,2319.0,3003.1711,120.0142278,0.110436382,9960485.7,31400000.0,99500000.0,2,99500000,19900000.0,44500000.0,99500000,2.0,150598.0,37649.5,67361.58211,138342,9.0,0,0,0,0,200.0,168.0,0.060238026,0.050198355,0,7240,996.1667,2157.1375,4653241.606,0,0,0,0,1,0,0,0,0,1086.7273,59.833332,2319.0,200.0,0,0,0,0,0,0,6,359,5,11595.0,251,235,1,32,5.0,0.0,5.0,5.0,99500000.0,0.0,99500000,99500000
DoS,1,80,5.0,4,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,800000.0,1.666666667,1.154700538,3.0,1,5,1.666666667,1.154700538,3,1.0,0.0,0.0,0.0,0,0.0,0,0,0,0,128.0,0.0,800000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128.0,0,0,0,0,0,0,4,0,0,0.0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,84456180.0,6,7,424,11595.0,406,0,70.666664,164.3054,8688,0,1656.4286,3174.6018,142.3104857,0.153925977,7038015.0,24300000.0,84300000.0,0,84300000,16900000.0,37700000.0,84300000,0.0,84500000.0,14100000.0,34400000.0,84300000,48.0,0,0,0,0,164.0,232.0,0.071042759,0.082883218,0,8688,858.9286,2312.362,5347018.225,1,0,0,0,0,0,0,0,1,925.0,70.666664,1656.4286,164.0,0,0,0,0,0,0,6,424,7,11595.0,0,235,3,20,9990.0,0.0,9990.0,9990.0,84300000.0,0.0,84300000,84300000
DoS,1,80,25559.0,1,2,6,11.0,6,6,6.0,0.0,11,0,5.5,7.7781744,665.1277437,117.3754842,12779.5,17992.33205,25502.0,57,0,0.0,0.0,0,0.0,25502.0,25502.0,0.0,25502,25502.0,0,0,0,0,20.0,64.0,39.12516139,78.25032278,0,11,5.75,4.5,20.25,1,0,0,0,0,0,0,0,2,7.6666665,6.0,5.5,20.0,0,0,0,0,0,0,1,6,2,11.0,0,235,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
DoS,1,80,98336874.0,5,8,330,11595.0,318,0,66.0,140.90422,4344,0,1449.375,1729.3801,121.26682,0.13219863,8194739.5,28400000.0,98300000.0,18,98300000,24600000.0,49100000.0,98300000,996.0,98300000.0,14000000.0,37100000.0,98300000,47.0,0,0,0,0,144.0,264.0,0.050845627,0.081353003,0,4344,852.2143,1459.037,2128788.951,1,0,0,0,0,0,0,0,1,917.7692,66.0,1449.375,144.0,0,0,0,0,0,0,5,330,8,11595.0,0,235,2,20,13995.0,0.0,13995.0,13995.0,98300000.0,0.0,98300000,98300000
DoS,1,80,68724800.0,8,6,306,11595.0,306,0,38.25,108.18734,4344,0,1932.5,2178.085,173.1689288,0.203711033,5286523.077,19000000.0,68600000.0,0,68600000,9798723.286,25900000.0,68600000,0.0,148694.0,29738.8,58219.545,133250,81.0,0,0,0,0,264.0,200.0,0.116406305,0.087304728,0,4344,793.4,1620.8241,2627070.829,0,0,0,0,1,0,0,0,0,850.0714,38.25,1932.5,264.0,0,0,0,0,0,0,8,306,6,11595.0,251,235,1,32,998.0,0.0,998.0,998.0,68600000.0,0.0,68600000,68600000
DoS,1,80,101590180.0,9,6,1697,11595.0,337,0,188.55556,176.04623,8688,0,1932.5,3506.0217,130.8394177,0.147652066,7256441.429,26700000.0,99900000.0,2,102000000,12700000.0,35200000.0,99900000,2.0,102000000.0,20300000.0,44500000.0,99900000,156.0,0,0,0,0,272.0,200.0,0.08859124,0.059060827,0,8688,831.125,2211.846,4892262.25,1,0,0,0,0,0,0,0,0,886.5333,188.55556,1932.5,272.0,0,0,0,0,0,0,9,1697,6,11595.0,0,235,6,20,11013.0,0.0,11013.0,11013.0,99900000.0,0.0,99900000,99900000
Generic,1,8080,1029428.0,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.48543852,5.828479505,205885.6,281267.6889,515202.0,431,1028968,514484.0,1624.931383,515633,513335.0,1028886.0,514443.0,1723.926333,515662,513224.0,0,0,0,0,92.0,60.0,2.914239753,2.914239753,0,6,2.5714285,3.207135,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92.0,0,0,0,0,0,0,3,0,3,18.0,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,4298,41.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41.0,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,51734,18.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18.0,18,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,52206,67.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,179104.4776,29850.74627,67.0,0.0,67.0,67,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,14925.37313,14925.37313,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,997356.0,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,18.04771817,6.015906056,199471.2,272198.5193,498503.0,614,996609,498304.5,1266.428245,499200,497409.0,996742.0,498371.0,1243.093721,499250,497492.0,0,0,0,0,92.0,60.0,3.007953028,3.007953028,0,6,2.5714285,3.207135,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92.0,0,0,0,0,0,0,3,0,3,18.0,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,97097.0,26,46,34336,392.0,10135,0,2321.4,3404.37,128,0,8.521739,18.029284,1151384.698,741.5265147,1367.56338,10060.41675,84926.0,0,97097,3883.88,17870.36424,89654,7.0,95753.0,2127.844444,12626.87364,84926,0.0,0,0,0,0,532.0,932.0,267.7734636,473.7530511,0,11595,1454.125,2876.851,8276271.807,0,0,0,1,0,0,0,0,1,1552.7222,2321.4,8.521739,532.0,0,0,0,0,0,0,26,34336,46,392.0,8192,1164,25,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,63897.0,4,3,207,134.0,195,0,51.75,95.54188,128,0,44.666668,72.23111,5336.713774,109.5513091,10649.5,25151.13383,61985.0,19,63897,21299.0,36400.01236,63329,19.0,62533.0,31266.5,43442.51932,61985,548.0,0,0,0,0,92.0,72.0,62.60074808,46.95056106,0,195,42.625,75.57577,5711.696429,0,0,0,1,0,0,0,0,0,48.714287,51.75,44.666668,92.0,0,0,0,0,0,0,4,207,3,134.0,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,2876,0.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4586.600756,109.4759992228,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,16393,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,53882,39.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39.0,39,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,52940,65.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,184615.3846,30769.23077,65.0,0.0,65.0,65,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,15384.61538,15384.61538,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,80,5555702.0,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.719981021,1851900.667,3206847.338,5554849.0,145,5555702,2777851.0,3927268.234,5554849,853.0,0.0,0.0,0.0,0,0.0,0,0,0,0,104.0,40.0,0.539985766,0.179995255,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0.0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,80,5586334.0,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.716033091,1862111.333,3224485.971,5585427.0,117,5586334,2793167.0,3948851.962,5585427,907.0,0.0,0.0,0.0,0,0.0,0,0,0,0,104.0,40.0,0.537024818,0.179008273,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0.0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,80,5359968.0,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.746273112,1786656.0,3093813.417,5359084.0,125,5359968,2679984.0,3788819.555,5359084,884.0,0.0,0.0,0.0,0,0.0,0,0,0,0,104.0,40.0,0.559704834,0.186568278,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0.0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,79794.0,4,3,207,134.0,195,0,51.75,95.54188,128,0,44.666668,72.23111,4273.504274,87.72589418,13299.0,31630.2195,77861.0,44,79794,26598.0,45542.38344,79185,51.0,78454.0,39227.0,54636.72677,77861,593.0,0,0,0,0,92.0,72.0,50.12908239,37.59681179,0,195,42.625,75.57577,5711.696429,0,0,0,1,0,0,0,0,0,48.714287,51.75,44.666668,92.0,0,0,0,0,0,0,4,207,3,134.0,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,52347,29.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29.0,29,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,80,5358888.0,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.746423512,1786296.0,3093191.614,5358006.0,102,5358888,2679444.0,3788058.708,5358006,882.0,0.0,0.0,0.0,0,0.0,0,0,0,0,104.0,40.0,0.559817634,0.186605878,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104.0,0,0,0,0,0,0,3,0,1,0.0,29200,28960,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,53535,41.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41.0,41,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,53435,19.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19.0,19,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,51613,17.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17.0,17,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,53038,44.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,272727.2727,45454.54545,44.0,0.0,44.0,44,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,22727.27273,22727.27273,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,52946,3.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,1164,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,91244.0,4,3,206,134.0,194,0,51.5,95.0421,128,0,44.666668,72.23111,3726.272412,76.7173732,15207.33333,36103.11221,88899.0,75,91244,30414.66667,52095.84216,90569,75.0,89739.0,44869.5,62267.11604,88899,840.0,0,0,0,0,92.0,72.0,43.83849897,32.87887423,0,194,42.5,75.28802,5668.285714,0,0,0,1,0,0,0,0,0,48.57143,51.5,44.666668,92.0,0,0,0,0,0,0,4,206,3,134.0,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,1027298.0,3,3,0,18.0,0,0,0.0,0.0,6,6,6.0,0.0,17.52169283,5.840564276,205459.6,280650.867,513745.0,355,1026943,513471.5,1277.741954,514375,512568.0,1026778.0,513389.0,1005.505843,514100,512678.0,0,0,0,0,92.0,60.0,2.920282138,2.920282138,0,6,2.5714285,3.207135,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92.0,0,0,0,0,0,0,3,0,3,18.0,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,72716.0,4,3,208,134.0,196,0,52.0,96.04166,128,0,44.666668,72.23111,4703.229,96.26492106,12119.33333,28714.61652,70730.0,57,72716,24238.66667,41338.61723,71971,57.0,71362.0,35681.0,49566.77115,70730,632.0,0,0,0,0,92.0,72.0,55.00852632,41.25639474,0,196,42.75,75.86407,5755.357143,0,0,0,1,0,0,0,0,0,48.857143,52.0,44.666668,92.0,0,0,0,0,0,0,4,208,3,134.0,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,444,69483113.0,20,20,3734,120.0,705,6,186.7,226.9547,6,6,6.0,0.0,55.46671462,0.575679446,1781618.282,8982985.218,55000000.0,33,69500000,3656979.632,12800000.0,55000000,545.0,69500000.0,3656980.316,12800000.0,55000000,574.0,1,0,0,0,400.0,400.0,0.287839723,0.287839723,6,705,94.87805,180.88245,32718.45976,0,1,0,0,1,0,0,0,1,97.25,186.7,6.0,400.0,0,0,0,0,0,0,20,3734,20,120.0,255,1452,19,20,567480.0,12679.8388,576446.0,558514.0,33900000.0,29900000.0,55000000,12800000
Generic,1,80,6553104.0,7,5,860,2337.0,447,0,122.85714,210.04796,1808,0,467.4,783.6439,487.8604094,1.831193279,595736.7273,1525267.178,5000020.0,4,6553104,1092184.0,2000626.056,5000020,4.0,1552397.0,388099.25,751427.6683,1515167,827.0,0,0,0,0,232.0,168.0,1.068196079,0.762997199,0,1808,245.92308,510.9523,261072.2436,0,0,0,1,0,0,0,0,0,266.41666,122.85714,467.4,232.0,0,0,0,0,0,0,7,860,5,2337.0,29200,243,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,8080,121206.0,4,3,206,134.0,194,0,51.5,95.0421,128,0,44.666668,72.23111,2805.14166,57.75291652,20201.0,48365.63664,118924.0,55,121206,40402.0,69371.86229,120505,55.0,119584.0,59792.0,83625.27637,118924,660.0,0,0,0,0,92.0,72.0,33.00166658,24.75124994,0,194,42.5,75.28802,5668.285714,0,0,0,1,0,0,0,0,0,48.57143,51.5,44.666668,92.0,0,0,0,0,0,0,4,206,3,134.0,8192,237,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,2751,91.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,131868.1319,21978.02198,91.0,0.0,91.0,91,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,10989.01099,10989.01099,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Generic,1,3621,88.0,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,136363.6364,22727.27273,88.0,0.0,88.0,88,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,20.0,20.0,11363.63636,11363.63636,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20.0,0,0,0,0,0,0,1,6,1,6.0,237,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0
